"accuracy","beta","rho","alpha_h","phi","agent"
0.818105,0.120443061721433,9.08825735502969,0.612200205659502,-1.13493189860226,"RNN"
0.79738,0.128001716177072,18.3071269202363,0.704384464738636,0.376854884688594,"RNN"
0.832376666666667,0.170038939919404,13.3447345606981,0.609655738813968,0.0790040983867253,"RNN"
0.840585,0.119962158826755,14.21665081436,0.801397377576716,-0.769493240068299,"RNN"
0.81426,0.10923088376031,14.0879094105166,0.501160365316197,-0.818241618534438,"RNN"
0.82036,0.138292953587194,22.371495266287,0.618203870791901,0.758628054581684,"RNN"
0.770841666666667,0.0971094266840841,23.4016573829299,0.631762259086221,-0.183666238041455,"RNN"
0.759208333333333,0.111548696942054,15.8487694422181,0.580987810894447,-0.320193762450154,"RNN"
0.822441666666667,0.108368090611995,18.7073367942583,0.832565582479637,-0.429840026602718,"RNN"
0.811265,0.0929773593690305,19.366958894483,0.530232304898887,-1.29178766744341,"RNN"
0.699525,0.0745960363046133,16.8953627031403,0.479753281267468,-2.21644101423149,"RNN"
0.791138333333333,0.122256067709023,10.7613395716356,0.494515527008121,-0.802508589853912,"RNN"
0.818916666666667,0.156998188998149,13.801427229132,0.882980073292761,0.393468693504371,"RNN"
0.791871666666667,0.110147380043498,19.6517481828824,0.46422285164696,-0.288854151319607,"RNN"
0.775933333333333,0.0893124493329657,17.8802787845766,0.587741113167583,-1.48817381480855,"RNN"
0.778636666666667,0.116020671537818,20.0126475406826,0.477855386919263,-0.0323953665121512,"RNN"
0.811326666666667,0.167541953745916,6.00136256560294,0.77918113893245,-0.940566579440571,"RNN"
0.794913333333333,0.130755365753689,12.1961712287513,0.86561776211665,-0.799137077116276,"RNN"
0.794441666666667,0.111941497393516,22.4342133150416,0.645665466728813,0.629688394607985,"RNN"
0.754715,0.117863476992471,21.4638001370663,0.475523123984788,0.464055911802985,"RNN"
0.835831666666667,0.107233532268732,17.8459660170223,0.513993607422583,-1.00761184923551,"RNN"
0.714831666666667,0.0891192840669873,15.0123819598507,0.844252354350749,-0.999816477683726,"RNN"
0.75965,0.101404036511974,18.8303803906717,0.693431478584777,0.055279039120519,"RNN"
0.760226666666667,0.0844565640944522,20.7820078240708,0.474027523788961,-1.06335891077993,"RNN"
0.757471666666667,0.137335684713178,16.786518663784,0.660373029332496,0.592956225233126,"RNN"
0.76319,0.0896579113093079,20.9609692454895,0.605313755697207,-1.29341227371526,"RNN"
0.774776666666667,0.089468134472295,25.8407547072076,0.591972902418454,-0.573663831317727,"RNN"
0.6898,0.0879452156176582,21.2421390463408,0.606908223140439,-0.282972745448423,"RNN"
0.890253333333333,0.188949562085733,15.4351418783225,0.621186128095945,-0.179109585557482,"RNN"
0.754506666666667,0.134692151695235,20.8997320547016,0.538077923100093,0.975324416007036,"RNN"
0.73715,0.0981546813576784,23.4048222097001,0.543029899370194,0.520451280935463,"RNN"
0.826095,0.107889930301855,16.2122146161759,0.800953663466796,-0.558808019474214,"RNN"
0.821758333333333,0.159497685306163,11.1551921434557,0.632796991545593,0.079652074372857,"RNN"
0.835178333333333,0.126693312151646,17.8507103502536,0.735583217479269,0.328146768306902,"RNN"
0.889003333333333,0.164585763838824,18.9154715195524,0.642964116924184,0.704518955383675,"RNN"
0.875875,0.176646593657715,15.8897295887799,0.912667260468512,0.699694291593369,"RNN"
0.707458333333333,0.0878853061740988,28.4118411165293,0.699566241320253,0.978052373501135,"RNN"
0.772275,0.111368862622824,19.4492838195764,0.537226272663075,0.0994093143697189,"RNN"
0.84375,0.181660750787274,15.992385181303,0.570054903675782,1.29138402268222,"RNN"
0.789995,0.101817034612055,19.5756768417758,0.722504261155371,-0.290180957971572,"RNN"
0.835555,0.190960568745,13.6788302789999,0.446807945381967,1.00199632215421,"RNN"
0.822911666666667,0.107108420927631,18.8678105785219,0.613955518004369,-0.390174417386488,"RNN"
0.826715,0.145760644128539,8.83957393863105,0.679851171259242,-0.108561674735193,"RNN"
0.829256666666667,0.126072564285261,15.1159115693862,0.75781449403282,0.0137152547609981,"RNN"
0.894525,0.0784014002723238,22.8747080990218,0.488119085280788,-2.63614140102591,"RNN"
0.809638333333333,0.134276953007039,15.233079849648,0.562607882863106,0.115284095614464,"RNN"
0.791911666666667,0.0742313730325964,13.9551944032449,0.296008519170145,-3.23059549050329,"RNN"
0.861156666666667,0.173322812861517,9.12272825007548,0.703387716294548,0.0648785959133856,"RNN"
0.782786666666667,0.140178181481328,20.5229195124023,0.409797590163796,1.00752043694439,"RNN"
0.724393333333333,0.0960030206615136,18.0669277561283,0.72540759360456,-0.145633755733203,"RNN"
0.892858333333333,0.161450157036636,7.91828660059321,0.680510169946952,-0.57666099515998,"RNN"
0.713673333333333,0.116403076496991,8.17583734027817,0.791217364864058,-0.717282877164584,"RNN"
0.702931666666667,0.0697638441496101,26.0325842617188,0.751070287753473,-0.4696921138662,"RNN"
0.762496666666667,0.106541438016117,11.6378318398078,0.514640052844209,-0.837328072192549,"RNN"
0.699453333333333,0.107306424010898,12.3990748435461,0.644934901388861,-0.306696578589048,"RNN"
0.83708,0.129729116893704,7.82890898557055,0.584043358147045,-0.957168678511794,"RNN"
0.758596666666667,0.0893401494747046,21.5776627337131,0.64915306879057,-0.158747085518712,"RNN"
0.804633333333333,0.0861539878580785,19.7869940550634,0.594353392023422,-0.702456199211673,"RNN"
0.859028333333333,0.157353941268859,21.5852880452762,0.233316142801527,0.811437706833925,"RNN"
0.873106666666667,0.131084797054735,15.3389169199602,0.702781227124988,-0.243232581861216,"RNN"
0.72515,0.102823001671791,17.6465811552026,0.629117542635163,0.226201703076917,"RNN"
0.77878,0.109964426753185,14.988991512962,0.768933733694372,-0.22534292975783,"RNN"
0.8197,0.13653367371774,17.7664068524783,0.703907966052023,0.753462566185522,"RNN"
0.79361,0.119407836019943,16.8391920635759,0.770488318972212,0.335720707527386,"RNN"
0.802375,0.114305483126898,15.0660803133609,0.555812666624042,-0.410523724296692,"RNN"
0.777785,0.12737791571742,10.3826846771546,0.8009299565318,-0.0733246346803414,"RNN"
0.768603333333333,0.118262615876881,12.643458705277,0.727827318665951,-0.113289852915848,"RNN"
0.743435,0.081220453599569,15.6363466655517,0.76653793438189,-1.15393666511166,"RNN"
0.805611666666667,0.132737256619047,13.8763666185089,0.757045195677011,0.397717224651458,"RNN"
0.84699,0.133236170115489,25.337796383419,0.582366253697522,1.24285281701644,"RNN"
0.702143333333333,0.072397230565991,19.547279111446,0.728444827114984,-1.52363764150748,"RNN"
0.79302,0.0952130444923374,17.196423725875,0.744885730359738,-0.601592793977365,"RNN"
0.822373333333333,0.126716070342567,16.6056195805551,0.614281764372188,0.493292360323806,"RNN"
0.836968333333333,0.18658434695124,9.16863497537112,0.576068503592355,0.676110741363369,"RNN"
0.814523333333333,0.103206518092482,11.2322526190695,0.682555540624269,-1.46996167014791,"RNN"
0.716533333333333,0.0752578359305371,20.8668365282366,0.619852767248222,-0.742421425686948,"RNN"
0.767525,0.0761092365194779,19.908777150914,0.79955943835818,-1.77275259705651,"RNN"
0.723971666666667,0.0989606576802724,14.9443642761024,0.87800170084773,-0.402262066346673,"RNN"
0.797691666666667,0.122245100449908,9.76930721921386,0.72150378356712,-0.359154727992709,"RNN"
0.777896666666667,0.116441842262999,14.9493845819997,0.78012912008877,0.213309306413029,"RNN"
0.830445,0.127749178774401,10.6849813837364,0.513509235962543,-0.585639060560907,"RNN"
0.675275,0.0989336238058752,6.7745869084815,0.443208050005977,-1.27059400402066,"RNN"
0.778478333333333,0.102559110627525,21.8316996595525,0.792067532159746,0.746339525688718,"RNN"
0.816013333333333,0.150302773243826,12.6889677806198,0.716390101699914,0.523163714962067,"RNN"
0.81113,0.136053575178201,15.6924046883489,0.808915650954022,0.621840670330967,"RNN"
0.778088333333333,0.127983278749178,15.8595553470529,0.500519999390773,0.589307636646634,"RNN"
0.741891666666667,0.0864398145422596,16.6251369290737,0.884000404768076,-0.853674069637619,"RNN"
0.75475,0.0982161941441589,15.3379860346182,0.547427194981999,-0.411447006491233,"RNN"
0.793816666666667,0.11054769363157,24.4973016293012,0.694694612786005,0.693063048591543,"RNN"
0.75225,0.0796021845441152,23.2004526930641,0.741407372351272,-0.796922364223219,"RNN"
0.661742474916388,0.182048961626563,13.8172517842397,0.602735348805145,2.96497087488329,"Human"
0.613116554054054,0.101798017997874,15.257755446191,0.810811994213045,1.16856116792644,"Human"
0.665755033557047,0.21054748098396,2.87703467573894,0.551710318971638,1.12136583324483,"Human"
0.685563545150502,0.202792547098465,8.70643167615605,0.686945489192662,1.65759590553291,"Human"
0.770381720430108,0.138286245989807,16.301666247369,0.502598597039609,0.386393515117834,"Human"
0.748204013377927,0.114021764604412,21.820297815484,0.568316231304919,1.38526035509193,"Human"
0.663938127090301,0.153640561272772,4.07917014119282,0.489723574002905,0.225200392353531,"Human"
0.658548494983278,0.192013808355663,3.98209479487168,0.431774200019519,1.66186540462224,"Human"
0.655448979591837,0.162194068154755,6.53837696669637,0.107607044066873,0.606592238001566,"Human"
0.68277,0.0993756128718528,7.24329789558655,0.713471673602689,-1.31015803493201,"Human"
0.615102348993289,0.162444118347621,17.4102388321025,0.283488915483084,3.34491311154095,"Human"
0.778282828282828,0.22115871627852,6.76880454182351,0.831517893917366,0.994007983722557,"Human"
0.87894,0.305255994561619,9.98129866415283,0.554843264666988,1.12185978493986,"Human"
0.674433333333333,0.175434250681796,13.2144019303806,0.445326498040168,2.49013707596422,"Human"
0.903568791946309,0.196092268974293,13.7636890526284,0.733024541787039,0.606058187681541,"Human"
0.434900337837838,0.0448323507864027,22.6057358319806,0.232049829539968,-1.40876811317312,"Human"
0.629366666666667,0.202276309124563,7.09828878853114,0.677777226632919,2.51868345090449,"Human"
0.556818027210884,0.131215885236152,8.38072370790936,0.411232933385353,1.88518815337823,"Human"
0.841580536912752,0.162127439708189,6.3979122712958,0.643271253329934,-0.486429851115279,"Human"
0.618603571428571,0.0747524026907706,6.32258477097798,0.263680815684755,-2.01184342366501,"Human"
0.714855,0.205248846821825,14.1914700686997,0.755848958930307,2.90035493247036,"Human"
0.769961409395973,0.220979953737457,18.3589641192752,0.566527144569163,3.14156568758902,"Human"
0.777605,0.21252623711552,9.66157801124688,0.733120082134625,1.52047627603397,"Human"
0.447860544217687,0.11623061826222,8.63605036705617,0.748716200955724,3.98567534705187,"Human"
0.759152329749104,0.274861566274166,-3.96622270808481,0.317812310172003,-0.269638896304329,"Human"
0.385038983050847,0.0626389828263253,21.5497931642397,0.980043201827681,5.40393794929244,"Human"
0.786372727272727,0.201663763993545,11.5696255618683,0.748270346746062,1.27670353461061,"Human"
0.664205084745763,0.157388365482506,8.17242251266207,0.460496044938833,1.31593408581845,"Human"
0.632701013513513,0.195520824833847,18.3191510914247,0.580599335485232,4.86665598887406,"Human"
0.746149152542373,0.134914259781962,9.80396278737214,0.509605290045452,0.400716319031749,"Human"
0.626614093959732,0.186945559933671,9.1447948585237,0.761692095953714,2.37357338980312,"Human"
